year,name,country_of_birth,description,count,annotation_flag,annotation_dx,annotation_dy
2022,Heidi Crowter,United Kingdom,Disability campaigner,103,0,0,0
2022,Moud Goba,United Kingdom,LGBTQ+ activist,103,0,0,0
2022,Jebina Yasmin Islam,United Kingdom,UK campaigner for women's safety,103,0,0,0
2021,Natasha Asghar,United Kingdom,Member of the Welsh Senedd,103,0,0,0
2021,Jos Boys,United Kingdom,Architect,103,0,0,0
2021,Baroness Helena Kennedy QC,United Kingdom,Director - International Bar Association's Human Rights Institute,103,0,0,0
2021,Soma Sara,United Kingdom,Founder - Everyone’s Invited,103,0,0,0
2021,Mina Smallman,United Kingdom,Priest and educator,103,0,0,0
2020,Elizabeth Anionwu,United Kingdom,Sickle cell and thalassaemia nurse specialist,103,0,0,0
2020,Diana Barran,United Kingdom,Minister for Civil Society,103,0,0,0
2020,Shani Dhanda,United Kingdom,Disability activist,103,0,0,0
2020,Naomi Dickson,United Kingdom,Advocate for Jewish women and children suffering from domestic abuse,103,0,0,0
2020,Siouxsie Wiles,United Kingdom,Scientist and public health communicator,103,0,0,0
2020,Sarah Gilbert,United Kingdom,Scientist developing COVID-19 vaccine,103,0,0,0
2020,Jackie Kay,United Kingdom,"Writer, national poet of Scotland",103,0,0,0
2020,Lucy Monaghan,United Kingdom,Campaigner against sexual violence,103,0,0,0
2020,Elin Williams,United Kingdom,Disability rights activist,103,0,0,0
2019,Dina Asher-Smith,United Kingdom,Fastest woman in British history,103,0,0,0
2019,Scarlett Curtis,United Kingdom,Co-founder of The Pink Protest,103,0,0,0
2019,Ella Daish,United Kingdom,Environmentalist and anti-plastic campaigner,103,0,0,0
2019,Sharan Dhaliwal,United Kingdom,"Writer and advocate for mental and sexual health for young South Asians, and LGBTQ rights",103,0,0,0
2019,Bethany Firth,United Kingdom,Paralympic swimmer,103,0,0,0
2019,Lauren Mahon,United Kingdom,Cancer survivor and podcaster,103,0,0,0
2019,Gina Martin,United Kingdom,Campaigner to make upskirting illegal in England and Wales,103,0,0,0
2019,Sarah Martins Da Silva,United Kingdom,Fertility researcher,103,0,0,0
2019,Onjali Q. Raúf,United Kingdom,Writer and founder of Making Herstory,103,0,0,0
2018,Judith Balcazar,United Kingdom,Fashion designer and co-founder of Giggle Knickers (underwear for women with urinary incontinence),103,0,0,0
2018,Barbara Burton,United Kingdom,"Founder and CEO of BehindBras, a charity that supports women prison leavers",103,0,0,0
2018,Chidera Eggerue,United Kingdom,"""The Slumflower"" blogger",103,0,0,0
2018,Nicole Evans,United Kingdom,Early menopause,103,0,0,0
2018,Jameela Jamil,United Kingdom,British actor who founded @i-weigh,103,1,-25,-48
2018,Liz Johnson,United Kingdom,"Paralympian gold medal swimmer and entrepreneur, with a recruitment agency aiming to close the disability employment gap",103,0,0,0
2018,Lisa McGee,United Kingdom,Northern Irish playwright and the writer and creator of Derry Girls,103,0,0,0
2018,Kirsty McGurrell,United Kingdom,"Charity co-ordinator of 4Louis, providing memory boxes for bereaved parents of stillborn babies",103,0,0,0
2018,Becki Meakin,United Kingdom,"General manager of Shaping Our Lives, advocate for people with disabilities",103,0,0,0
2018,Sam Ross,United Kingdom,Catering assistant and advocate for people with Down syndrome,103,0,0,0
2018,Helen Taylor Thompson,United Kingdom,AIDs Hospice founder,103,0,0,0
2017,Michelle Mone,United Kingdom,Entrepreneur,103,0,0,0
2017,Frances Melanie Hardinge,United Kingdom,Author,103,0,0,0
2017,Anne-Marie Imafidon,United Kingdom,CEO & 'Head Stemette' at Stemettes,103,0,0,0
2017,Ellie Cosgrave,United Kingdom,Lecturer in Urban Innovation and Policy at UCL,103,0,0,0
2017,Liz Kelly,United Kingdom,Professor of Sexualised Violence,103,0,0,0
2017,Resham Khan,United Kingdom,Student,103,0,0,0
2017,Steph Houghton,United Kingdom,Footballer,103,0,0,0
2016,Babs Forman,United Kingdom,London based make-up artist who covers up skin problems,103,0,0,0
2016,Becci Wain,United Kingdom,Former self-harmer who challenged supermarket policy,103,0,0,0
2016,Iskra Lawrence,United Kingdom,Model,103,0,0,0
2016,Jeanette Winterson,United Kingdom,novelist,103,0,0,0
2016,June Eric-Udorie,United Kingdom,Student activist,103,0,0,0
2016,Liv Little,United Kingdom,Magazine editor,103,0,0,0
2016,Megan Beveridge,United Kingdom,"First female ""lone piper"" at the Edinburgh Tattoo",103,0,0,0
2016,Nadiya Hussain,United Kingdom,"Winner of reality show ""Bake Off"" – went on to television jobs",103,0,0,0
2016,Sian Williams,United Kingdom,Rugby player,103,0,0,0
2015,Nicola Adams,United Kingdom,boxer,103,0,0,0
2015,Nicola Benedetti,United Kingdom,Musician,103,0,0,0
2015,Claire Fox,United Kingdom,Writer and broadcaster,103,0,0,0
2015,Melanie Goldsmith,United Kingdom,Entrepreneur,103,0,0,0
2015,Alice Gray,United Kingdom,Science blogger,103,0,0,0
2015,Michaela Hollywood,United Kingdom,Fundraiser for the disabled,103,0,0,0
2015,Tina Lavender,United Kingdom,Midwife,103,0,0,0
2015,Jessy McCabe,United Kingdom,Student,103,0,0,0
2015,Jenni Rhodes,United Kingdom,Textile designer,103,0,0,0
2015,"Patricia Scotland, Baroness Scotland of Asthal",United Kingdom,Trade envoy,103,0,0,0
2015,Sophie Walker,United Kingdom,Leader of the Women's Equality Party,103,0,0,0
2014,Laura Bates,United Kingdom,"Founder, Everyday Sexism project",103,0,0,0
2014,Pinky Lilani,United Kingdom,"Founder, Asian Women of Achievement Awards",103,0,0,0
2014,Susie Orbach,United Kingdom,Psychotherapist,103,0,0,0
2014,Kate Shand,United Kingdom,Managing director of Enjoy Education,103,0,0,0
2014,Shappi Khorsandi,United Kingdom,Comedian,103,0,0,0
2014,Shazia Saleem,United Kingdom,Founder ieat Foods,103,0,0,0
2014,Michaela Bergman,United Kingdom,"Chief Counsellor for Social Issues, European Bank for Reconstruction and Development",103,0,0,0
2014,Lucy-Anne Holmes,United Kingdom,"Founder, No More Page Three campaign",103,0,0,0
2014,Brianna Stubbs,United Kingdom,Rower for Great Britain and Oxford PhD Scientist,103,0,0,0
2014,Matilda Tristam,United Kingdom,Comics writer,103,0,0,0
2014,Lesley Yellowlees,United Kingdom,"First female president, Royal Chemistry Society",103,0,0,0
2014,Katherine Brown,United Kingdom,"Academic, King's College London",103,0,0,0
2014,Aowen Jin,United Kingdom,Chinese-born British artist,103,0,0,0
2014,Eliza Rebeiro,United Kingdom,Founder of Lives not Knives,103,0,0,0
2014,Alice Hagan,United Kingdom,Technician at healthcare company BTG,103,0,0,0
2014,Heather Jackson,United Kingdom,Women's business campaigner,103,0,0,0
2014,Molly Case,United Kingdom,Student nurse and Women of the Future Ambassador,103,0,0,0
2014,Jess Butcher,United Kingdom,Co-founder of Blippar,103,0,0,0
2014,Katy Tuncer,United Kingdom,"Founder, Ready Steady Mums",103,0,0,0
2014,Smruti Sriram,United Kingdom,"Founder, Wings of Hope & Achievement Awards",103,0,0,0
2014,Kate Wilson,United Kingdom,Founder of independent children's book publisher in UK,103,0,0,0
2014,Arabella Dorman,United Kingdom,War artist,103,0,0,0
2014,Jocelyn Bell Burnell,United Kingdom,Scientist who discovered Pulsars,103,0,0,0
2014,Shelina Zahra Janmohamed,United Kingdom,"Blogger, columnist and author",103,0,0,0
2014,Brie Rogers Lowery,United Kingdom,Director of Change.org,103,0,0,0
2014,Balvinder Saund,United Kingdom,Chair of Women's Sikh Alliance,103,0,0,0
2014,Kim Winser,United Kingdom,"Founder, Winser London",103,0,0,0
2014,Judith Webb,United Kingdom,First female commander of an all-male British Army squadron@sjbwebb,103,0,0,0
2014,Diana Nammi,United Kingdom,"Kurdish women's rights campaigner against ""honour"" killing",103,0,0,0
2014,Karen Masters,United Kingdom,Scientist at the Institute of Cosmology and Gravitation,103,0,0,0
2014,Ayesha Mustafa,United Kingdom,Founder and director of FashionComPassion.co.uk,103,0,0,0
2014,Tehmina Kazi,United Kingdom,Director of British Muslims for Secular Democracy,103,0,0,0
2014,Sophi Tranchell,United Kingdom,Head of Divine Chocolate,103,0,0,0
2014,Anjali Ramachandran,United Kingdom,Head of Innovation at PHD,103,0,0,0
2014,Yas Necati,United Kingdom,Campaigner for better sex education,103,0,0,0
2014,Nicky Moffat,United Kingdom,Highest Ranked woman in British Armed Forces,103,0,0,0
2014,Alice Powell,United Kingdom,Racing driver and first female to win a Formula Renault Championship,103,1,10,20
2014,Misty Haith,United Kingdom,Research Engineer at Imperial College London,103,0,0,0
2014,Kate Smurthwaite,United Kingdom,Comedian and activist,103,0,0,0
2021,Melinda French Gates,United States,Philanthropist and businesswoman,84,0,0,0
2021,Heidi J Larson,United States,Director - The Vaccine Confidence Project,84,0,0,0
2021,Depelsha Thomas McGruder,United States,Founder - Moms of Black Boys Utd.,84,0,0,0
2021,Amanda Nguyen,United States,Social entrepreneur,84,0,0,0
2021,Piper Stege Nelson,United States,Public Strategies Officer - The Safe Alliance,84,0,0,0
2021,Vera Wang,United States,Fashion designer,84,1,24,30
2020,Jane Fonda,United States,Actor and social activist,84,0,0,0
2020,Kiran Gandhi,United States,"Singer, musician, and gender liberation activist",84,0,0,0
2020,Vernetta M Nay Moberly,United States,Iñupiaq activist,84,0,0,0
2020,Kathy Sullivan,United States,Scientist and astronaut,84,0,0,0
2020,Alice Wong,United States,Disability rights activist,84,0,0,0
2019,Precious Adams,United States,Ballet dancer,84,0,0,0
2019,MiMi Aung,United States,NASA project manager and engineer,84,0,0,0
2019,Katie Bouman,United States,Processed first-ever image of a black hole,84,0,0,0
2019,Lisa Campo-Engelstein,United States,Bioethicist and fertility and contraceptive researcher,84,0,0,0
2019,Hollie,United States,Sex trafficking survivor,84,0,0,0
2019,Katrina Johnston-Zimmerman,United States,Urban anthropologist and co-founder of The Women Led Cities Initiative,84,0,0,0
2019,Amy Karle,United States,Bioartist and 3D-designer,84,0,0,0
2019,Fei-Fei Li,United States,Pioneer of artificial intelligence who encourages women and minorities to build AI,84,0,0,0
2019,Jamie Margolin,United States,Climate change activist and co-rounder of Zero Hour movement,84,0,0,0
2019,Alexandria Ocasio-Cortez,United States,Youngest woman elected to Congress,84,0,0,0
2019,Megan Rapinoe,United States,Advocate for equality in football(soccer),84,0,0,0
2019,Bella Thorne,United States,Actress and director,84,0,0,0
2019,Amy Webb,United States,Futurist,84,0,0,0
2019,Gina Zurlo,United States,Expert in religion statistics,84,0,0,0
2018,Frances Arnold,United States,Nobel Prize winning chemical engineer,84,0,0,0
2018,Chelsea Clinton,United States,Writer and organiser,84,0,0,0
2018,Stacey Cunningham,United States,NYSE President,84,0,0,0
2018,Jenny Davidson (businesswoman),United States,CEO of Stand Up Placer,84,0,0,0
2018,Randi Heesoo Griffin,United States,"Olympic ice hockey player and data scientist, advocate for equal pay for women in ice hockey",84,0,0,0
2018,Jessica Hayes,United States,Theology teacher and consecrated virgin,84,0,0,0
2018,Robin Morgan,United States,"Author and activist, founder of The Sisterhood Is Global Institute and the Women's Media Center",84,0,0,0
2018,Gladys West,United States,"Mathematician, instrumental in developing GPS",84,0,0,0
2017,Amy Cuddy,United States,Harvard social psychologist and bestselling author,84,0,0,0
2017,Elaine Welteroth,United States,Editor-in-chief of Teen Vogue,84,0,0,0
2017,Erin Akinci,United States,Data scientist,84,0,0,0
2017,Lea Coligado,United States,Software engineer,84,0,0,0
2017,Lori Nishiura Mackenzie,United States,"Executive Director of the Clayman Institute, Stanford University",84,0,0,0
2017,Maci Peterson,United States,"Co-Founder and CEO, On Second Thought",84,0,0,0
2017,Marilyn Loden,United States,"Author, management consultant and diversity advocate",84,0,0,0
2017,Natalia Margolis,United States,Software Engineer at Huge agency,84,0,0,0
2017,Rumman Chowdhury,United States,Senior Principal at Accenture AI,84,0,0,0
2017,Sasha Perigo,United States,Student,84,0,0,0
2017,Peggy Whitson,United States,Astronaut,84,0,0,0
2017,Amanda Nunez-Ferreira,United States,Student,84,0,0,0
2017,Grace Larsen,United States,Retired civil servant,84,0,0,0
2016,Alicia Keys,United States,"Singer, songwriter, pianist, actress, record producer and philanthropist",84,1,-18,25
2016,Cat Hulbert,United States,Professional gambler,84,0,0,0
2016,Erin McKenney,United States,Science award winner,84,0,0,0
2016,Ieshia Evans,United States,Black protester,84,0,0,0
2016,Jamilah Lemieux,United States,Cultural commentator,84,0,0,0
2016,Jane Elliott,United States,Anti-racism activist,84,0,0,0
2016,Judi Aubel,United States,Social entrepreneur,84,0,0,0
2016,Katherine Johnson,United States,Space scientist who was a mathematician for NASA,84,0,0,0
2016,Kathy Murray,United States,"""surrendered wife""",84,0,0,0
2016,Lois Strong,United States,Cheerleader,84,0,0,0
2016,Marne Levine,United States,COO of Instagram,84,0,0,0
2016,Rebecca Walker,United States,Writer and activist,84,0,0,0
2016,Simone Biles,United States,Olympic gymnast,84,1,-25,-35
2016,Stephanie Yim Bell,United States,"Korean-American professional wrestler, then known as Jade",84,0,0,0
2015,Bobbi Brown,United States,Make-up artist and entrepreneur,84,0,0,0
2015,Megan Grano,United States,Comedian,84,0,0,0
2015,Samantha John,United States,Entrepreneur of Hopscotch company,84,0,0,0
2015,Amara Majeed,United States,Hijab activist and author,84,0,0,0
2015,Brit Morin,United States,Entrepreneur,84,0,0,0
2015,Delaney Osborne,United States,Student,84,0,0,0
2015,Hilary Swank[39],United States,Actress,84,0,0,0
2015,Julie Sygiel,United States,Entrepreneur,84,0,0,0
2014,Linda Tirado,United States,Campaigner,84,0,0,0
2014,Ruby Wax,United States,Mental health campaigner and comic,84,0,0,0
2014,Farah Mohamed,United States,Girls 20 summit founder,84,0,0,0
2014,Brooke Magnanti,United States,"Anthropologist, author, former sex worker",84,0,0,0
2022,Victoria Baptiste,United States,Nurse and vaccine educator,84,0,0,0
2022,Selma Blair,United States,Actress,84,0,0,0
2022,Tarana Burke,United States,Activist,84,0,0,0
2022,Billie Eilish,United States,Singer and songwriter,84,0,0,0
2022,Judith Heumann,United States,Disability rights advocate,84,0,0,0
2022,Ifeoma Ozoma,United States,Public policy and tech specialist,84,0,0,0
2022,Jane Rigby,United States,Astronomer and astrophysicist,84,0,0,0
2022,Monica Simpson,United States,Reproductive justice activist,84,0,0,0
2020,Patrisse Cullors,United States,Human rights activist,84,0,0,0
2020,Lauren Gardner,United States,Epidemiologist,84,0,0,0
2020,Alicia Garza,United States,Human rights activist,84,0,0,0
2020,Ayu (Opal) Tometi,United States,Human rights activist,84,0,0,0
2022,Fatima Amiri,Afghanistan,Student,60,0,0,0
2022,Zahra Joya,Afghanistan,Journalist,60,0,0,0
2022,Tamana Zaryab Paryani,Afghanistan,Activist,60,0,0,0
2021,Lima Aafshid,Afghanistan,Poet,60,0,0,0
2021,Muqadasa Ahmadzai,Afghanistan,Social and political activist,60,0,0,0
2021,Rada Akbar,Afghanistan,Artist,60,0,0,0
2021,Leena Alam,Afghanistan,Actress,60,0,0,0
2021,Dr Alema,Afghanistan,Philosopher and campaigner,60,0,0,0
2021,Wahida Amiri,Afghanistan,Librarian and protester,60,0,0,0
2021,Zuhal Atmar,Afghanistan,Entrepreneur - Gul-e-Mursal recycling,60,0,0,0
2021,Crystal Bayat,Afghanistan,Activist,60,0,0,0
2021,Razia Barakzai,Afghanistan,Protester,60,0,0,0
2021,Nilofar Bayat,Afghanistan,Wheelchair basketball player,60,0,0,0
2021,Faiza Darkhani,Afghanistan,Environmentalist,60,0,0,0
2021,Pashtana Durrani,Afghanistan,Teacher - Learn Afghanistan,60,0,0,0
2021,Shila Ensandost,Afghanistan,Teacher,60,0,0,0
2021,Saeeda Etebari,Afghanistan,Jewellery designer,60,0,0,0
2021,Sahar Fetrat,Afghanistan,Feminist activist,60,0,0,0
2021,Fatima Gailani,Afghanistan,Peace negotiator,60,0,0,0
2021,Ghawgha Taban,Afghanistan,Musician,60,0,0,0
2021,Angela Ghayour,Afghanistan,Teacher and founder - Herat Online School,60,0,0,0
2021,Najlla Habibyar,Afghanistan,Entrepreneur,60,0,0,0
2021,Zarlasht Halaimzai,Afghanistan,Chief executive - Refugee Trauma Initiative,60,0,0,0
2021,Shamsia Hassani,Afghanistan,Street artist,60,0,0,0
2021,Nasrin Husseini,Afghanistan,Veterinarian,60,0,0,0
2021,Momena Ibrahimi,Afghanistan,Policewoman,60,0,0,0
2021,Freshta Karim,Afghanistan,Founder of Charmaghz mobile library,60,0,0,0
2021,Amena Karimyan,Afghanistan,Astronomer,60,0,0,0
2021,Aliya Kazimy,Afghanistan,Educator,60,0,0,0
2021,*Mahera,Afghanistan,Medical doctor,60,0,0,0
2021,*Maral,Afghanistan,Campaigner,60,0,0,0
2021,*Masouma,Afghanistan,Public prosecutor,60,0,0,0
2021,Mohadese Mirzaee,Afghanistan,Pilot,60,0,0,0
2021,Fahima Mirzaie,Afghanistan,Whirling-dervish dancer,60,0,0,0
2021,Basira Paigham,Afghanistan,Gender-minorities activist,60,0,0,0
2021,Rehana Popal,Afghanistan,Barrister,60,0,0,0
2021,*Razma,Afghanistan,Musician,60,0,0,0
2021,*Rohila,Afghanistan,Schoolgirl,60,0,0,0
2021,*Ruksana,Afghanistan,Surgeon,60,0,0,0
2021,Halima Sadaf Karimi,Afghanistan,Politician and former MP,60,0,0,0
2021,Roya Sadat,Afghanistan,Film-maker,60,0,0,0
2021,Shogufa Safi,Afghanistan,Orchestra conductor,60,0,0,0
2021,*Sahar,Afghanistan,Footballer,60,0,0,0
2021,Mahbouba Seraj,Afghanistan,Women's-rights activist,60,0,0,0
2021,Anisa Shaheed,Afghanistan,Journalist,60,0,0,0
2021,Fatima Sultani,Afghanistan,Mountaineer,60,0,0,0
2021,Sara Wahedi,Afghanistan,Chief executive - Ehtesab,60,0,0,0
2021,Roshanak Wardak,Afghanistan,Gynaecologist,60,0,0,0
2021,Benafsha Yaqoobi,Afghanistan,Disability activist,60,0,0,0
2021,Zala Zazai,Afghanistan,Policewoman,60,0,0,0
2020,Laleh Osmany,Afghanistan,Women's rights activist and founder of #WhereIsMyName campaign,60,0,0,0
2020,Somaya Faruqi,Afghanistan,Robotics team leader,60,0,0,0
2019,Zarifa Ghafari,Afghanistan,One of Afghanistan's first female mayors; clean city advocate,60,0,0,0
2018,Nargis Taraki,Afghanistan,NGO legal adviser who campaigns for female empowerment,60,0,0,0
2018,Safiya Wazir,Afghanistan,Community activist,60,0,0,0
2017,Sakena Yacoobi,Afghanistan,CEO of Afghan Institute for Learning and social entrepreneur with four private schools and one radio station.,60,0,0,0
2016,Mary Akrami,Afghanistan,Refuge founder,60,0,0,0
2016,Pashtun Rahmat,Afghanistan,Police officer,60,0,0,0
2015,Sonita Alizadeh[39],Afghanistan,Rapper,60,0,0,0
2015,Tahmina Kohistani,Afghanistan,Olympic sprinter,60,0,0,0
2022,Sirisha Bandla,India,Aeronautical engineer,47,0,0,0
2022,Priyanka Chopra,India,Actress and producer,47,1,28,-32
2022,Sneha Jawale,India,Social worker,47,0,0,0
2022,Geetanjali Shree,India,Author,47,0,0,0
2021,Mugdha Kalra,India,Co-founder - Not That Different,47,0,0,0
2021,Manjula Pradeep,India,Human-rights activist,47,0,0,0
2020,Bilkis Bano,India,Activist against the release of men convicted of gang-raping,47,1,-20,-25
2020,Bilkis Dadi,India,Protestor,47,0,0,0
2020,Isaivani,India,Gaana singer and political campaigner,47,1,20,-25
2020,Manasi Joshi,India,Para-badminton champion,47,0,0,0
2020,Ridhima Pandey,India,Climate activist,47,0,0,0
2019,Parveena Ahanger,India,Human rights activist,47,0,0,0
2019,Aranya Johar,India,"Beat poet who writes about gender equality, mental health and body positivity",47,0,0,0
2019,Susmita Mohanty,India,"Spaceship designer, entrepreneur and passionate climate action advocate",47,0,0,0
2019,Subhalakshmi Nandi,India,Gender equity researcher and campaigner,47,0,0,0
2019,Natasha Noel,India,Body positivity influencer,47,0,0,0
2019,Vandana Shiva,India,Environmental leader and winner of the Alternative Nobel Peace Prize,47,0,0,0
2019,Pragati Singh,India,"Indian Aces, an online community for asexual people",47,0,0,0
2018,Meena Gayen,India,Business owner and road builder,47,0,0,0
2018,Viji Palithodi,India,Activist who founded a women's union in Kerala,47,0,0,0
2018,Rahibai Soma Popere,India,"Farmer and founder of Seed Bank, India collecting indigenous seeds",47,0,0,0
2017,Savita Devi,India,Drummer,47,0,0,0
2017,Aditi Avasthi,India,"Entrepreneur; Founder and CEO, Embibe",47,0,0,0
2017,Ira Trivedi,India,Writer,47,0,0,0
2017,Mehroonisa Siddiqui,India,Homemaker,47,0,0,0
2017,Nitya Thummalachetty,India,"Director of Diversity, FortunaPIX",47,0,0,0
2017,Priyanka Roy,India,Student,47,0,0,0
2017,Tulika Kiran,India,Teacher and social worker,47,0,0,0
2017,Urvashi Sahni,India,"Founder and CEO, Study Hall Educational Foundation",47,0,0,0
2017,Rupi Kaur,India,Author,47,1,20,-25
2017,Virali Modi,India,Disability rights activist and youth ambassador,47,0,0,0
2017,Mithali Raj,India,Cricketer,47,0,0,0
2016,Gouri Chindarkar,India,"Computer engineering student of the ""School in the Cloud""",47,0,0,0
2016,Mallika Srinivasan,India,tractor manufacturer,47,0,0,0
2016,Neha Singh,India,Campaigner who encourages women to ignore harassment and reclaim the public space,47,0,0,0
2016,Saalumarada Thimmakka,India,105-year-old environmentalist who has managed trees,47,0,0,0
2015,Asha Bhosle,India,Singer,47,1,35,-20
2015,Kamini Kaushal,India,Bollywood actress,47,0,0,0
2015,Rimppi Kumari,India,Farmer,47,0,0,0
2015,Sania Mirza,India,Tennis player,47,1,-35,20
2015,Smriti Nagpal,India,Entrepreneur,47,0,0,0
2015,Mumtaz Shaikh,India,Human rights activist,47,0,0,0
2015,Kanika Tekriwal,India,Entrepreneur,47,0,0,0
2014,Ruby Chakravarti,India,Women's rights campaigner,47,0,0,0
2014,Aditi Mittal,India,Stand-up comedian,47,0,0,0
2014,Divya Sharma,India,Science student,47,0,0,0
2014,Kavita Krishnan,India,"Secretary, All India Progressive Women's Association",47,0,0,0
