year,name,country_of_birth,description,count,annotation_flag,annotation_dx,annotation_dy
2019,Purity Wako,Uganda,Life coach empowering women,8,0,0,0
2017,Agnes Atim Apea,Uganda,Founder and CEO of Hope Co-ops,8,0,0,0
2016,Shriti Vadera,Uganda,Banker who served as UK minister,8,0,0,0
2014,Natumanya Sarah,Uganda,Educator,8,0,0,0
2014,Betty Lalam,Uganda,Director of women's community organisation,8,0,0,0
2020,Sapana Roka Magar,Nepal,Social worker,8,0,0,0
2019,Bonita Sharma,Nepal,Founder of The Social Changemakers and Innovators,8,0,0,0
2018,Uma Devi Badi,Nepal,Leader of the Badi movement and member of the Provincial Assembly in Nepal,8,0,0,0
2017,Indira Rana Magar,Nepal,"Founder, Prisoner's Assistance Nepal",8,0,0,0
2016,Chanira Bajracharya,Nepal,"Former ""living goddess"" or Kumari",8,0,0,0
2016,Lhakpa Sherpa,Nepal,Mountaineer who has climbed Everest seven times.,8,0,0,0
2014,Darshan Karki,Nepal,"Opinion-piece editor at Kathmandu Post daily, blogger",8,0,0,0
2014,Jaya Luintel,Nepal,Journalist and women's rights advocate,8,0,0,0
2022,Sanjida Islam Choya,Bangladesh,Student,7,0,0,0
2020,Rina Akter,Bangladesh,Bangladeshi sex worker turned humanitarian,7,0,0,0
2020,Rima Sultana Rimu,Bangladesh,Humanitarian activist working with Rohingya refugees,7,0,0,0
2019,Jasmin Akter,Bangladesh,Rohingya refugee and cricketer,7,0,0,0
2018,Sima Sarkar,Bangladesh,Full-time mother of 18-year-old disabled child,7,0,0,0
2017,Shantona Rani Roy,Bangladesh,Activist,7,0,0,0
2014,Rubana Huq,Bangladesh,Textile manufacturer,7,0,0,0
2022,Samrawit Fikru,Ethiopia,Tech entrepreneur,7,0,0,0
2022,Wegahta Gebreyohannes Abera,Ethiopia,Humanitarian aid worker,7,0,0,0
2021,Mulu Mefsin,Ethiopia,Nurse,7,0,0,0
2020,Loza Abera Geinore,Ethiopia,Association footballer,7,0,0,0
2018,Mamitu Gashe,Ethiopia,Senior nurse aide and fistula surgeon,7,0,0,0
2017,Derartu Tulu,Ethiopia,Long-distance runner,7,0,0,0
2015,Misraa Jimaa,Ethiopia,Health extension worker,7,0,0,0
2022,Dilek Gürsoy,Germany,Heart surgeon,7,0,0,0
2022,Ursula von der Leyen,Germany,President of the European Commission,7,0,0,0
2020,Erica Baker,Germany,Software engineer,7,0,0,0
2019,Fiona Kolbinger,Germany,First woman cyclist to win the Transcontinental Race,7,0,0,0
2018,Jacqueline Straub,Germany,"Theologian, journalist and author seeking to become a Catholic priest",7,0,0,0
2015,Uta Frith,Germany,Psychologist,7,0,0,0
2015,Jana Tepe,Germany,Entrepreneur,7,0,0,0
2022,Kimiko Hirata,Japan,Climate activist,7,0,0,0
2020,Miho Imada,Japan,Master sake brewer,7,0,0,0
2019,Yumi Ishikawa,Japan,Gender discrimination campaigner and founder of #kutoo movement,7,0,0,0
2019,Hiyori Kon,Japan,Sumo wrestler,7,0,0,0
2018,Yuki Okoda,Japan,"Astronomer, first person to discover a new star that could shed light on the origins of the Solar System",7,0,0,0
2018,Setsuko Takamizawa,Japan,Learning English to help tourists at Tokyo's 2020 Olympic Games,7,0,0,0
2016,Mao Kobayashi,Japan,Cancer blogger,7,0,0,0
2022,Kadri Keung,Hong Kong,Fashion designer,7,0,0,0
2020,Agnes Chow,Hong Kong,Pro-democracy activist,7,0,0,0
2016,Chan Yuen-ting,Hong Kong,football manager,7,0,0,0
2016,Denise Ho,Hong Kong,Pop icon,7,1,-35,-40
2015,Sara Jane Ho,Hong Kong,Entrepreneur,7,0,0,0
2015,Michelle Sun,Hong Kong,Entrepreneur,7,0,0,0
2014,Irene Li,Hong Kong,Citizen journalist who took part in and documented protests,7,0,0,0
2022,Velia Vidal,Colombia,Writer,7,0,0,0
2020,Claudia López Hernández,Colombia,Mayor of Bogotá,7,0,0,0
2019,Francia Márquez,Colombia,"Afro-Colombian environmentalist and leader of 10-day, 350-mile women's march",7,0,0,0
2018,Ophelia Pastrana,Colombia,Comedian and media personality,7,0,0,0
2017,Vicky Colbert,Colombia,Sociologist of education,7,0,0,0
2016,Natalia Ponce de Leon,Colombia,Acid attack victim,7,0,0,0
2014,Paula Moreno,Colombia,Founder of peace foundation Manos Visibles,7,0,0,0
2022,Zhou Xiaoxuan,China,Feminist activist,7,0,0,0
2021,Adelaide Lala Tam,China,Designer,7,0,0,0
2021,Nanfu Wang,China,Film-maker,7,0,0,0
2020,Fang Fang,China,Writer,7,1,35,40
2020,Muyesser Abdul'ehed Hendan,China,Uyghur writer and language activist,7,0,0,0
2019,Huang Wensi,China,Professional boxer,7,0,0,0
2019,Charlene Ren,China,Clean water advocate,7,0,0,0
2021,Tanya Muzinda,Zimbabwe,Motocross athlete,7,0,0,0
2020,Tsitsi Dangarembga,Zimbabwe,Novelist and filmmaker,7,0,0,0
2017,Angeline Murimirwa,Zimbabwe,"Regional executive director, Camfed Southern & Eastern Africa",7,0,0,0
2017,Talent Jumo,Zimbabwe,"Founder and Director, Katswe Sistahood",7,0,0,0
2016,Paula Hawkins,Zimbabwe,"Thriller writer of ""Girl on the Train""",7,0,0,0
2014,Pontso Mafethe,Zimbabwe,"Women's programme manager, Comic Relief@pontso_mafethe",7,0,0,0
2014,Chipo Chung,Zimbabwe,Actor and activist,7,0,0,0
2020,Chu Kim Duc,Vietnam,Architect and child welfare activist,7,0,0,0
2019,Trang Nguyen,Vietnam,Wildlife conservationist,7,0,0,0
2019,Van Thi Nguyen,Vietnam,Co-founder of the Will to Live Center,7,0,0,0
2018,Haven Shepherd,Vietnam,Suicide bomb survivor and Paralympic hopeful,7,0,0,0
2017,Huỳnh Thị Xậm,Vietnam,Librarian,7,0,0,0
2017,Tran Thi Kim Thia,Vietnam,Lottery ticket vendor and swimming coach,7,0,0,0
2017,Nguyễn Thị Tuyết Dung,Vietnam,Footballer,7,0,0,0
2022,Ons Jabeur,Tunisia,Tennis player,6,0,0,0
2019,Hayfa Sdiri,Tunisia,Entrepreneur and UN gender equality campaigner,6,0,0,0
2016,Nadia Khiari,Tunisia,"Cartoonist of 'Willis from Tunis', whose adventures are about the news",6,0,0,0
2015,Sana Ben Ashour,Tunisia,Civil society activist,6,0,0,0
2015,Amina Sboui,Tunisia,Writer and women's rights activist,6,0,0,0
2014,Asma Mansour,Tunisia,Co-founder of Tunisian Centre for Social Entrepreneurship,6,0,0,0
2022,Mie Kyung (Miky) Lee,South Korea,Producer,6,0,0,0
2022,Park Ji-hyun,South Korea,Political reformer,6,0,0,0
2020,Jeong Eun-kyeong,South Korea,"Korea Disease Control and Prevention Agency commissioner, led COVID-19 response",6,1,-35,-40
2019,Soo Jung Lee,South Korea,Forensic psychologist and advocate for anti-stalking bill,6,0,0,0
2018,Park Soo-yeon,South Korea,Digital campaigner against sex crimes,6,0,0,0
2014,Yeonmi Park,South Korea,Activist raising awareness of the plight of her people in North Korea,6,0,0,0
2022,Nana Darkoa Sekyiamah,Ghana,Author,6,0,0,0
2018,Ruth Medufia,Ghana,Female welder acting as role model for young women in the construction industry,6,0,0,0
2018,Brigitte Sossou Perenyi,Ghana,Documentary producer,6,0,0,0
2017,Nana Akua Oppong Birmeh,Ghana,Architect,6,0,0,0
2017,Regina Honu,Ghana,Social entrepreneur,6,0,0,0
2015,Ernestina Edem Appiah,Ghana,"Social entrepreneur, founder Ghana Code Club",6,0,0,0
2021,Sevda Altunoluk,Turkey,Professional goalball player,6,0,0,0
2020,Gülsüm Kav,Turkey,"Doctor, activist, co-founder of We Will Stop Femicide",6,0,0,0
2019,Zehra Sayers,Turkey,Chair of the SESAME project,6,0,0,0
2017,Asena Melisa Saglam,Turkey,Student,6,0,0,0
2016,Seyhan Arman,Turkey,Transgender activist,6,0,0,0
2014,Muge Iplikci,Turkey,Journalist,6,0,0,0
2021,Catherine Corless,Ireland,Local historian,6,0,0,0
2020,Eileen Flynn,Ireland,Senator and social activist,6,0,0,0
2019,Sinéad Burke,Ireland,Disability activist,6,0,0,0
2018,Vicky Phelan,Ireland,Exposed the Irish Cervical Check Screening scandal,6,0,0,0
2016,Janet Ní Shuilleabháin,Ireland,Abortion rights campaigner,6,0,0,0
2014,Cora Sherlock,Ireland,Pro-life campaigner and blogger,6,0,0,0
2022,Maeen Al-Obaidi,Yemen,Lawyer,5,0,0,0
2020,Iman Ghaleb Al-Hamli,Yemen,Manager of a women-run microgrid,5,0,0,0
2019,Samah Subay,Yemen,Lawyer supporting families whose children have 'disappeared',5,0,0,0
2018,Boushra Yahya Almutawakel,Yemen,Photographer,5,0,0,0
2016,Ashwaq Moharram,Yemen,Doctor dealing with starvation in Hudaydah,5,0,0,0
2022,Ainura Sagyn,Kyrgyzstan,Engineer,5,0,0,0
2020,Gulnaz Zhuzbaeva,Kyrgyzstan,Disability activist,5,0,0,0
2018,Alina Anisimova,Kyrgyzstan,student programmer at Kyrgyz Girls' Space School,5,0,0,0
2016,Asel Sadyrova,Kyrgyzstan,Archer,5,0,0,0
2016,Nagira Sabashova,Kyrgyzstan,Wrestler,5,0,0,0
2021,Elisa Loncón Antileo,Chile,President - Constitutional Convention,5,0,0,0
2019,Veronique Thouvenot,Chile,Leader of the Zero Mothers Die initiative,5,0,0,0
2017,María Teresa Ruiz,Chile,Astronomer,5,0,0,0
2017,Michelle Bachelet,Chile,President of Chile,5,0,0,0
2015,Paula Escobar,Chile,Magazine editor,5,0,0,0
2019,Erika Lust,Sweden,"Erotic film director, screenwriter and producer",5,0,0,0
2019,Greta Thunberg,Sweden,Climate change activist,5,0,0,0
2018,Ellen Tejle,Sweden,Campaigner for awareness of women's representation in film,5,0,0,0
2016,Tess Asplund,Sweden,Anti-fascism activist caught in iconic photo resisting fascists,5,0,0,0
2015,Katrine Marcal,Sweden,Writer and journalist,5,0,0,0
2022,Lina Abu Akleh,Palestine,Human rights advocate,4,0,0,0
2016,Amna Suleiman,Palestine,Protester against custom that stops women cycling,4,0,0,0
2015,Azza Jadalla,Palestine,Nurse,4,0,0,0
2015,Rasha Shehada,Palestine,Manufacturing director,4,0,0,0
2022,Sandya Eknelygoda,Sri Lanka,Human rights activist,4,0,0,0
2019,Ashcharya Peiris,Sri Lanka,Blind fashion designer and motivational speaker,4,0,0,0
2018,Asha de Vos,Sri Lanka,Marine biologist,4,0,0,0
2017,Jayanthi Kuru-Utumpala,Sri Lanka,Women's rights activist and mountaineer,4,0,0,0
2022,Efrat Tilma,Israel,Volunteer,4,0,0,0
2019,Danit Peleg,Israel,Fashion designer of 3D-printed clothing,4,0,0,0
2016,Rakefet Russak-Aminoach,Israel,Banker,4,0,0,0
2015,Rivka Carmi,Israel,Geneticist,4,0,0,0
2020,Adriana Albini,Italy,Pathologist and veteran fencer,4,0,0,0
2019,Piera Aiello,Italy,Anti-mafia politician,4,0,0,0
2018,Fabiola Gianotti,Italy,Particle physicist and director general of CERN,4,0,0,0
2017,Nora Tausz Ronai,Italy,Architect and teacher,4,0,0,0
2020,Yee-Sin Leo,Singapore,Research leader,4,0,0,0
2019,Sister Gerard Fernandez,Singapore,Roman Catholic nun and death row counsellor,4,0,0,0
2015,Pauline Ng,Singapore,Entrepreneur,4,0,0,0
2015,Lizanne Teo,Singapore,Entrepreneur,4,0,0,0
2020,Michelle Yeoh,Malaysia,Actress and UN goodwill ambassador,4,1,-35,20
2019,Nisha Ayub,Malaysia,Transgender activist,4,0,0,0
2018,Nenney Shushaidah Binti Shamsuddin,Malaysia,Female Syiriah judge,4,0,0,0
2017,Angie Ng,Malaysia,Founder of SlutWalk Hong Kong,4,0,0,0
2020,Christina Adane,Netherlands,Campaigner against injustices of food system (free school meals),4,0,0,0
2019,Lisa Mandemaker,Netherlands,Designer of prototype artificial womb,4,0,0,0
2017,Rocky Hehakaija,Netherlands,Director Favela Street Foundation and motivational speaker and coach,4,0,0,0
2014,Rebecca Gomperts,Netherlands,"Founder, Women on Waves",4,0,0,0
2020,Deta Hedman,Jamaica,Darts champion,4,0,0,0
2019,Shelly-Ann Fraser-Pryce,Jamaica,100m world sprint champion,4,0,0,0
2016,Heather Rabbatts,Jamaica,Chief Executive of the London Borough of Lambeth,4,0,0,0
2015,Louise Schwartz (showgirl),Jamaica,Showgirl and cabaret performer,4,0,0,0
2020,Ruth Shady,Peru,Archaeologist,4,0,0,0
2018,Isabel Allende,Peru,Writer,4,0,0,0
2018,Cindy Arlette Contreras Bautista,Peru,Lawyer who works against domestic violence as the face of the NiUnaMenos (Not One [woman] Less),4,0,0,0
2016,Mariana Costa Checa,Peru,Businesswoman,4,0,0,0
2019,Kalista Sy,Senegal,Screenwriter of television series Mistress of a Married Man,4,0,0,0
2018,Fatma Samoura,Senegal,Secretary General of FIFA,4,0,0,0
2017,Marieme Jamme,Senegal,Founder of iamtheCODE,4,0,0,0
2016,Egge Kande,Senegal,Community leader who advises young girls about education,4,0,0,0
2018,Reyhan Jamalova,Azerbaijan,"Entrepreneur, founder and CEO of Rainenergy, company that collects energy from rainwater",4,0,0,0
2016,Khadija Ismayilova,Azerbaijan,Journalist,4,0,0,0
2014,Sabina Kurgunayeva,Azerbaijan,Footballer who also runs her own bicycle rental business,4,0,0,0
2014,Arzu Geybullayeva,Azerbaijan,blogger,4,0,0,0
2022,Ona Carbonell,Spain,Swimmer,3,0,0,0
2016,Conchi Reyes Rios,Spain,Bullfighter,3,0,0,0
2015,Elsa Prieto,Spain,Entrepreneur,3,0,0,0
2022,Geraldina Guerra Garcés,Ecuador,Femicide activist,3,0,0,0
2020,Nemonte Nenquimo,Ecuador,Waorani activist,3,0,0,0
2019,Maria Fernanda Espinosa,Ecuador,Fourth woman member of the UN General Assembly,3,0,0,0
2021,Najla El Mangoush,Libya,Libyan Minister of Foreign Affairs,3,0,0,0
2019,Rida Al Tubuly,Libya,Peace campaigner,3,0,0,0
2014,Alaa Murabit,Libya,"Founder, The Voice of Libyan Women",3,0,0,0
2021,Jamila Gordon,Somalia,Chief Executive - Lumachain,3,0,0,0
2020,Ilwad Elman,Somalia,Peace activist,3,0,0,0
2019,Jawahir Roble,Somalia,"UK's first Muslim, black, female, hijab-wearing referee",3,0,0,0
2021,Sevidzem Ernestine Leikeki,Cameroon,Climate activist,3,0,0,0
2018,Olivette Otele,Cameroon,"Professor of History at Bath Spa University, England",3,0,0,0
2014,Boghuma Kabisen Titanji,Cameroon,Virologist and campaigner for ethical medical research,3,0,0,0
2020,Wendy Beatriz Caishpal Jaco,El Salvador,Advocate for the rights of disabled people,3,0,0,0
2018,Ana Graciela Sagastume López,El Salvador,Women and Femicide Special Prosecutor,3,0,0,0
2016,Morena Herrera,El Salvador,Abortion activist,3,0,0,0
2020,Houda Abouz,Morocco,"Rapper, women's rights and gender equality advocate",3,0,0,0
2017,Chaima Lahsini,Morocco,Journalist,3,0,0,0
2016,Reham el-Hour,Morocco,Cartoonist who became professional after winning a UNESCO competition in 2000,3,0,0,0
2020,Yvonne Aki-Sawyerr,Sierra Leone,Freetown mayor,3,0,0,0
2019,Asmaa James,Sierra Leone,Journalist and women's rights activist,3,0,0,0
2015,Nemata Majeks-Walker,Sierra Leone,Women's rights activist,3,0,0,0
2020,Rebeca Gyumi,Tanzania,Lawyer and founder of girls' rights organization Msichana Initiative,3,0,0,0
2019,Julie Makani,Tanzania,Treatment of Sickle Cell Disease,3,0,0,0
2018,Juliet Sargeant,Tanzania,Garden designer,3,0,0,0
2019,Gada Kadoda,Sudan,Founder of the Sudanese Knowledge Society and trainer of community engineers,3,0,0,0
2019,Ahlam Khudr,Sudan,Human rights protest leader,3,0,0,0
2015,Emi Mahmoud,Sudan,Poet,3,0,0,0
2019,Maria Ressa,Philippines,Journalist and founder of Rappler website to expose fake news,3,0,0,0
2018,Joey Mead King,Philippines,Model and television presenter,3,0,0,0
2015,Xyza Bacani,Philippines,Photographer,3,0,0,0
2019,Marilyn Waring,New Zealand,Feminist economist and environmental activist,3,0,0,0
2018,Nanaia Mahuta,New Zealand,"Minister of Maori development, first female parliamentarian to wear a Maori face tattoo",3,0,0,0
2016,Traci Houpapa,New Zealand,Company director,3,0,0,0
2017,Lina Khalifeh,Jordan,Martial arts expert,3,0,0,0
2016,Dalia Sabri,Jordan,Blind music teacher,3,0,0,0
2016,Lubna Tahtamouni,Jordan,Science campaigner,3,0,0,0
2016,Lucy Finch,Malawi,hospice founder (only one in Malawi),3,0,0,0
2015,Eveles Chimala,Malawi,Midwife,3,0,0,0
2014,Joyce Banda,Malawi,Former President of Malawi,3,0,0,0
2022,Sarah Chan,South Sudan,NBA scouter,2,0,0,0
2015,Alek Wek,South Sudan,Fashion model/UN ambassador,2,0,0,0
2022,Eva Copa,Bolivia,Politician,2,0,0,0
2014,Justa Canaviri[42],Bolivia,"Celebrity chef, Bolivia",2,0,0,0
2022,Rita Moreno,Puerto Rico,Actress,2,0,0,0
2017,Melisa Marquez-Rodriguez,Puerto Rico,"Lead Android engineer for website builder, Weebly.com",2,0,0,0
2022,Monica Musonda,Zambia,Businesswoman,2,0,0,0
2020,Mulenga Kapwepwe,Zambia,Artist and founder of the Zambian Women's History Museum,2,0,0,0
2022,Esraa Warda,Algeria,Dancer,2,0,0,0
2019,Raja Meziane,Algeria,"Anti-government songs about social injustice, alleged corruption and inequality",2,0,0,0
2022,Cheng Yen,Taiwan,"Buddhist philanthropist, founder of the Tzu Chi humanitarian organisation",2,0,0,0
2017,Lin Nien-Tzu,Taiwan,"Founder, Dharti Mata Sustainable Workshop",2,0,0,0
2021,Fiamē Naomi Mataʻafa,Samoa,Prime minister of the Independent State of Samoa,2,0,0,0
2018,Fealofani Bruun,Samoa,Traditional Polynesian navigator and qualified yachtmaster,2,0,0,0
2021,Barbara Smolińska,Poland,Founder - Reborn Sugar Babies,2,0,0,0
2015,Zuzanna Stańska,Poland,Entrepreneur,2,0,0,0
2021,Emma Theofelus,Namibia,Politician,2,0,0,0
2018,Helena Ndume,Namibia,"Ophthalmologist who has performed sight-restoring surgeries upon 35,000 Namibians, free of charge",2,0,0,0
2020,Douce Namwezi N'Ibamba,Democratic Republic of the Congo,"Social entrepreneur, journalist and activist",2,0,0,0
2019,Benedicte Mundele,Democratic Republic of the Congo,Fresh food entrepreneur,2,0,0,0
2020,Ubah Ali,Somaliland,Advocate against female genital mutilation,2,0,0,0
2018,Nimco Ali,Somaliland,FGM activist in Somaliland,2,0,0,0
2020,Sanna Marin,Finland,Prime Minister of Finland,2,0,0,0
2019,Sara Wesslin,Finland,Skolt Sami journalist who lobbied for government funding for Sami language teaching,2,0,0,0
2020,Josina Machel,Mozambique,Human rights activist,2,0,0,0
2020,Hayat Mirshad,Mozambique,"Activist, journalist, co-founder of Fe-Male collective",2,0,0,0
2019,Alanoud Alsharekh,Kuwait,Women's rights activist,2,0,0,0
2016,Yasmine Mustafa,Kuwait,Entrepreneur,2,0,0,0
2019,Ida Vitale,Uruguay,Fifth woman to win Cervantes Prize for lifetime writing achievement,2,0,0,0
2015,Victoria Alonsoperez,Uruguay,Entrepreneur,2,0,0,0
2018,Leyla Belyanova,Uzbekistan,"Academic and ecologist, seeking to protect Uzbekistan's birdlife and mountain ecosystems",2,0,0,0
2017,Muhabbat Sharapova,Uzbekistan,Maths teacher,2,0,0,0
2018,Noma Dumezweni,Eswatini,eSwatini actor,2,0,0,0
2016,Ellinah Ntombi Wamukoya,Eswatini,First woman to become a bishop of the Anglican Church of Southern Africa,2,0,0,0
2018,Joseline Esteffania Velasquez Morales,Guatemala,"Student and NGO co-ordinator, campaigning to end forced marriages",2,0,0,0
2016,Isabella Springmuhl Tejada,Guatemala,Fashion designer,2,0,0,0
2017,Mariana Feraru,Romania,Cosmetician,2,0,0,0
2017,Nadia Comaneci,Romania,Olympian,2,1,-35,40
2017,Maria Scorodinschi,Moldova,Campaigner against domestic violence,2,0,0,0
2015,Alina Gracheva,Moldova,Camerawoman,2,0,0,0
2017,Hanne Bingle,Denmark,Retired London Underground driver,2,0,0,0
2016,Sherin Khankan,Denmark,Imam,2,0,0,0
2017,Nawaal Akram,Qatar,"Model, comedian and founder of Muscular Dystrophy Qatar",2,0,0,0
2014,Sarah Hesterman,Qatar,Equal rights campaigner,2,0,0,0
2016,Aline Mukovi Neema,Republic of the Congo,Student activist for political change,2,0,0,0
2015,Naomi Bya’Ombe,Republic of the Congo,Student,2,0,0,0
2015,Antonia Albert,Austria,Entrepreneur,2,0,0,0
2014,Conchita Wurst,Austria,Singer,2,0,0,0
2022,Sandy Cabrera Arteaga,Honduras,Reproductive rights advocate,1,0,0,0
2022,Marie Christina Kolo,Madagascar,Climate entrepreneur,1,0,0,0
2022,Erika Liriano,Dominican Republic,Cocoa entrepreneur,1,0,0,0
2022,Naomi Long,Northern Ireland,Politician,1,0,0,0
2022,Naja Lyberth,Greenland,Psychologist,1,0,0,0
2022,Hadizatou Mani,Niger,Anti-slavery campaigner,1,0,0,0
2022,Laura McAllister,Wales,Professor and former footballer,1,0,0,0
2022,Mia Mottley,Barbados,Prime minister,1,0,0,0
2022,Salima Rhadia Mukansanga,Rwanda,Referee,1,0,0,0
2022,Suvada Selimović,Bosnia and Herzegovina,Peace campaigner,1,0,0,0
2022,Kisanet Tedros,Eritrea,Educational entrepreneur,1,0,0,0
2021,Mónica Araya,Costa Rica,Emissions-free transportation advocate,1,0,0,0
2021,Monica Paulus,Papua New Guinea,Campaigner against sorcery violence,1,0,0,0
2021,Ming-Na Wen,Macau,Actress,1,0,0,0
2021,Yuma,Turkmenistan,Psychotherapist,1,0,0,0
2020,Unsung hero,Worldwide,"The BBC included ""Unsung hero"" on its list as a way to acknowledge the ""countless women around the world"" who ""have made a sacrifice to help others"" in this ""extraordinary year,"" including those who ""have lost their lives while making a difference.""",1,1,-20,30
2020,Sarah Al-Amiri,UAE,"Chair, UAE Space Agency",1,0,0,0
2020,Sviatlana Tsikhanouskaya,Belarus,Belarus politician,1,0,0,0
2020,Angélique Kidjo,Benin,Musician and UNICEF ambassador,1,0,0,0
2020,Karen Dolva,Norway,Co-founder of No Isolation,1,0,0,0
2019,Owl Fisher,Iceland,"Transgender activist, journalist and writer",1,0,0,0
2019,Aïssata Lam,Mauritania,Microfinance expert and women's rights advocate,1,0,0,0
2018,Esra'a Al Shafei,Bahrain,Leads not-for-profit Majal.org,1,0,0,0
2018,Lizt Alfonso,Cuba,"Director and choreographer, Cuba",1,0,0,0
2018,Xiomara Diaz,Nicaragua,Entrepreneur and charity founder,1,0,0,0
2018,Elena Gorolová,Czech Republic,"Social worker, campaigning against forced sterilisation",1,0,0,0
2018,Hindou Oumarou Ibrahim,Chad,Environmentalist and advocate for indigenous people and women,1,0,0,0
2018,Lao Khang,Laos,Rugby player and coach,1,0,0,0
2018,Veasna Chea Leth,Cambodia,"Lawyer, first woman to study law in Cambodia",1,0,0,0
2018,Errollyn Wallen,Belize,Opera composer and performer,1,0,0,0
2018,Tashi Zangmo,Bhutan,Executive director for the Bhutan Nuns Foundation,1,0,0,0
2017,Ellen Johnson Sirleaf,Liberia,President of Liberia,1,0,0,0
2017,Sharon Sabita Beepath,Trinidad and Tobago,"Counsellor, Stand Against Abuse advocate",1,0,0,0
2016,Karima Baloch,Balochistan,Balochistan independence campaigner,1,0,0,0
2016,Renee Rabinowitz,Belgium,Lawyer who sued the El Al airline when she was asked to move as the man next to her objected to sitting by a female passenger,1,0,0,0
2016,Viktoria Modesta,Latvia,Iconic pop artist,1,0,0,0
2015,Alimata Bara,Burkina Faso,Trader,1,0,0,0
2015,Fatou Bensouda,Gambia,International Criminal Court (ICC) Chief Prosecutor,1,0,0,0
2015,Isabel dos Santos,Angola,Investor,1,0,0,0
2015,Aissa Edon,Mali,Midwife,1,0,0,0
2015,Marie-Ange Zimndou Koutou,Central African Republic,Nurse's aide in a war zone,1,0,0,0
2014,Rainatou Sow,Guinea,Founder of Make Every Woman Count,1,0,0,0
2014,Eleni Antoniadou,Greece,Co-Founder Transplants Without Donors,1,0,0,0
2014,Nicola Sturgeon,Scotland,First Minister of Scotland,1,0,0,0
